આફ્રિકા	Afrique
શ્રેણી:મે	Catégorie:Mai
ઢાંચો:No2	Modèle:Non2
ઢાંચો:Rp	Modèle:Rp
ઢાંચો:Country data Zimbabwe Rhodesia	Modèle:Country data Zimbabwe-Rhodésie
શ્રેણી:ઇંગ્લેન્ડ	Catégorie:Angleterre
અર્થીંગ	Terre (électricité)
શ્રેણી:એપ્રિલ	Catégorie:Avril
ઢાંચો:Rh	Modèle:Rh
ઢાંચો:Red	Modèle:Rouge
ઢાંચો:Coord/dms2dec	Modèle:Coord/dms2dec
ઢાંચો:Country data Brazil	Modèle:Country data Brésil
ઢાંચો:Yes2	Modèle:Oui2
ઢાંચો:Yes-No	Modèle:Yes-Not
ઢાંચો:Country data Northern Ireland	Modèle:Country data Irlande du Nord
ઢાંચો:Country data Dahomey	Modèle:Country data Dahomey
ઢાંચો:Title without disambig	Modèle:Titre sans précision
ઢાંચો:Country data Swaziland	Modèle:Country data Swaziland
ઢાંચો:Country data Somaliland	Modèle:Country data Somaliland
ઢાંચો:Start date and age	Modèle:Existe depuis
ઢાંચો:Country data Hungary	Modèle:Country data Hongrie
શ્રેણી:ભારતના વિશ્વધરોહર સ્થળો	Catégorie:Patrimoine mondial en Inde
ઢાંચો:--	Modèle:Mdash
ઢાંચો:Infobox government agency	Modèle:Infobox Agence gouvernementale
ઢાંચો:Country data New Zealand	Modèle:Country data Nouvelle-Zélande
શ્રેણી:User ru	Catégorie:Utilisateur ru
શ્રેણી:User ru-3	Catégorie:Utilisateur ru-3
શ્રેણી:1533 જન્મો	Catégorie:Naissance en 1533
ઢાંચો:S-reg	Modèle:S-reg
શ્રેણી:User tr	Catégorie:Utilisateur tr
શ્રેણી:User tr-N	Catégorie:Utilisateur tr-M
ઢાંચો:Gallery/aux	Modèle:Gallery/aux
ઢાંચો:Country data Faroe Islands	Modèle:Country data Îles Féroé
ઢાંચો:Lang	Modèle:Langue
ઢાંચો:Country data United States	Modèle:Country data États-Unis
ઢાંચો:Country data Russian SFSR	Modèle:Country data RSFS de Russie
શ્રેણી:દિલ્હી	Catégorie:Delhi
ઢાંચો:OCLC	Modèle:OCLC
ઢાંચો:માહિતીચોકઠું તૈયાર ખોરાક	Modèle:Infobox Mets
વિકિપીડિયા:નિષ્પક્ષતા વિવાદ	Wikipédia:Controverse de neutralité
ઢાંચો:Infobox River	Modèle:Infobox Cours d'eau
ઢાંચો:Country data Turkmenistan	Modèle:Country data Turkménistan
શ્રેણી:1986 જન્મો	Catégorie:Naissance en 1986
ઢાંચો:Country data North Korea	Modèle:Country data Corée du Nord
ઢાંચો:Country data Afghanistan	Modèle:Country data Afghanistan
ઢાંચો:Country data Bangladesh	Modèle:Country data Bangladesh
ઢાંચો:Country data South Sudan	Modèle:Country data Soudan du Sud
ઢાંચો:Location map India Orissa	Modèle:Géolocalisation/Odisha
ઢાંચો:Auto link	Modèle:AutoLien
ઢાંચો:BSE Sensex	Modèle:Palette BSE Sensex
ઢાંચો:Bombay Stock Exchange	Modèle:BSE
પાલીતાણા	Palitana
ઢાંચો:Twitter	Modèle:Twitter
ઢાંચો:Lang-hi	Modèle:Lang-hi
ઢાંચો:Chembox header	Modèle:Chembox header
ઢાંચો:Coord/dec2dms/dm	Modèle:Coord/dec2dms/dm
ઢાંચો:Politics of India	Modèle:PolitiqueInde
ઢાંચો:RUS	Modèle:Russie
ઢાંચો:નોંધનીયતા માર્ગદર્શન	Modèle:Palette Admissibilité
ઢાંચો:Ifd	Modèle:Suppression image
ઢાંચો:Infobox civil conflict	Modèle:Infobox Manifestation
ઢાંચો:Cite EB1911	Modèle:WS1911
ઢાંચો:User ur	Modèle:Utilisateur ur
ઢાંચો:Country data Yugoslavia	Modèle:Country data Yougoslavie
ઢાંચો:Country data Marshall Islands	Modèle:Country data Îles Marshall
ઢાંચો:Country data Mauritania	Modèle:Country data Mauritanie
ઢાંચો:Country data Guam	Modèle:Country data Guam
ઢાંચો:Country data Northern Mariana Islands	Modèle:Country data Îles Mariannes du Nord
ઢાંચો:Country data American Samoa	Modèle:Country data Samoa américaines
ઢાંચો:Country data Sudan	Modèle:Country data Soudan
ઢાંચો:Country data Chad	Modèle:Country data Tchad
ઢાંચો:Country data Federated States of Micronesia	Modèle:Country data Micronésie
ઢાંચો:Country data Nova Scotia	Modèle:Country data Nouvelle-Écosse
ઢાંચો:Country data North Vietnam	Modèle:Country data Viêt Nam du Nord
શ્રેણી:રાષ્ટ્રધ્વજો	Catégorie:Drapeau national
શ્રેણી:રાસાયણિક તત્વો	Catégorie:Élément chimique
ઢાંચો:Country data Lithuanian SSR	Modèle:Country data RSS de Lituanie
ઢાંચો:Country data Latvian SSR	Modèle:Country data RSS de Lettonie
શ્રેણી:ભૂગોળ સ્ટબ	Catégorie:Wikipédia:ébauche géographie
ઢાંચો:User gu-1	Modèle:Utilisateur gu-1
ઢાંચો:Country data Burkina Faso	Modèle:Country data Burkina Faso
શ્રેણી:નેપાળ	Catégorie:Népal
ઢાંચો:Country data Byelorussian SSR	Modèle:Country data RSS de Biélorussie
શ્રેણી:માછલી	Catégorie:Poisson
શ્રેણી:મહાસાગર	Catégorie:Océan
શ્રેણી:અંક પદ્ધતિ	Catégorie:Numération
શ્રેણી:ગોઆ	Catégorie:Goa
શ્રેણી:કર્ણાટક	Catégorie:Karnataka
શ્રેણી:છત્તીસગઢ	Catégorie:Chhattisgarh
શ્રેણી:ગુજરાત	Catégorie:Gujarat
શ્રેણી:ઝારખંડ	Catégorie:Jharkhand
શ્રેણી:તમિલનાડુ	Catégorie:Tamil Nadu
શ્રેણી:મધ્ય પ્રદેશ	Catégorie:Madhya Pradesh
શ્રેણી:મિઝોરમ	Catégorie:Mizoram
શ્રેણી:રાજસ્થાન	Catégorie:Rajasthan
શ્રેણી:સિક્કિમ	Catégorie:Sikkim
શ્રેણી:હરિયાણા	Catégorie:Haryana
શ્રેણી:ઉત્તર પ્રદેશ	Catégorie:Uttar Pradesh
શ્રેણી:મેઘાલય	Catégorie:Meghalaya
શ્રેણી:પશ્ચિમ બંગાળ	Catégorie:Bengale-Occidental
શ્રેણી:ઑડિશા	Catégorie:Orissa
શ્રેણી:પ્રાણીઓ	Catégorie:Animal
બલિયા	Ballia
ઢાંચો:S-end	Modèle:S-end
ઢાંચો:Country data Ethiopian Empire	Modèle:Country data Empire d'Éthiopie
શ્રેણી:હિમાલય	Catégorie:Himalaya
શ્રેણી:ઍન્ટાર્કટીકા	Catégorie:Antarctique
ઢાંચો:Country data Hawaii	Modèle:Country data Hawaï
શ્રેણી:નાગાલેંડ	Catégorie:Nagaland
શ્રેણી:જમ્મુ અને કાશ્મીર	Catégorie:Jammu-et-Cachemire
શ્રેણી:મણિપુર	Catégorie:Manipur
શ્રેણી:મહારાષ્ટ્ર	Catégorie:Maharashtra
શ્રેણી:અરુણાચલ પ્રદેશ	Catégorie:Arunachal Pradesh
શ્રેણી:હિમાચલ પ્રદેશ	Catégorie:Himachal Pradesh
શ્રેણી:આંધ્ર પ્રદેશ	Catégorie:Andhra Pradesh
શ્રેણી:આસામ	Catégorie:Assam
ધ પ્રોડિજિ	The Prodigy
રાણકી વાવ	Rani-ki-Vav
ઢાંચો:WPBannerMeta	Modèle:Wikiprojet
Module:URL	Module:URL
Module:Gallery	Module:Gallery
ઢાંચો:ભારતીય અવકાશ કાર્યક્રમ	Modèle:Palette Programme spatial indien
ઢાંચો:Country data Alabama	Modèle:Country data Alabama
ઢાંચો:Country data Alaska	Modèle:Country data Alaska
ઢાંચો:Country data Alberta	Modèle:Country data Alberta
સંભવનાથ	Sambhavanath
સૂર	Svara
શ્રેણી:ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Catégorie:État ou territoire de l'Inde
ઢાંચો:S-vac	Modèle:S-vac
ઢાંચો:Pp-move	Modèle:Nom protégé
શ્રેણી:અંગ્રેજી ભાષાના ગાયકો	Catégorie:Chanteur anglophone
ઢાંચો:Country data Mexican Federal District	Modèle:Country data Mexico DF
ઢાંચો:Country data Michoacán	Modèle:Country data Michoacán
ઢાંચો:Country data Nuevo León	Modèle:Country data Nuevo León
ઢાંચો:Country data Hidalgo	Modèle:Country data Hidalgo
ઢાંચો:Country data Nayarit	Modèle:Country data Nayarit
ઢાંચો:Country data Oaxaca	Modèle:Country data Oaxaca
ઢાંચો:Country data Jalisco	Modèle:Country data Jalisco
ઢાંચો:Country data Sinaloa	Modèle:Country data Sinaloa
ઢાંચો:Country data Zacatecas	Modèle:Country data Zacatecas
ઢાંચો:Country data San Luis Potosí	Modèle:Country data San Luis Potosí
ઢાંચો:Country data Tlaxcala	Modèle:Country data Tlaxcala
ઢાંચો:Country data Yucatán	Modèle:Country data Yucatán
ઢાંચો:Country data Guanajuato	Modèle:Country data Guanajuato
ઢાંચો:Country data Querétaro	Modèle:Country data Querétaro
ઢાંચો:Country data México (state)	Modèle:Country data État de Mexico
ઢાંચો:Country data Guerrero	Modèle:Country data Guerrero
ઢાંચો:Country data Tamaulipas	Modèle:Country data Tamaulipas
ઢાંચો:Country data Tabasco	Modèle:Country data Tabasco
ઢાંચો:Country data Quintana Roo	Modèle:Country data Quintana Roo
ઢાંચો:Country data Sonora	Modèle:Country data Sonora
ઢાંચો:Country data Aguascalientes	Modèle:Country data Aguascalientes
ઢાંચો:Country data Campeche	Modèle:Country data Campeche
ઢાંચો:Country data Chihuahua	Modèle:Country data Chihuahua
ઢાંચો:Country data Chiapas	Modèle:Country data Chiapas
ઢાંચો:Country data Durango	Modèle:Country data Durango
ઢાંચો:Country data Baja California	Modèle:Country data Basse-Californie
ઢાંચો:Country data Coahuila	Modèle:Country data Coahuila
ઢાંચો:Country data Baja California Sur	Modèle:Country data Basse-Californie du Sud
ઢાંચો:Country data Colima	Modèle:Country data Colima
ઢાંચો:Country data Veracruz	Modèle:Country data Veracruz
ઢાંચો:Country data Puebla	Modèle:Country data Puebla
ઢાંચો:Country data Morelos	Modèle:Country data Morelos
ઢાંચો:Country data Spain	Modèle:Country data Espagne
ઢાંચો:Country data Canada	Modèle:Country data Canada
ઢાંચો:Conservation status	Modèle:Palette Statut de conservation
ઢાંચો:Coord/dec2dms	Modèle:Coord/dec2dms
ઢાંચો:Coord/prec dec	Modèle:Coord/prec dec
ઢાંચો:Country data Arizona	Modèle:Country data Arizona
ઢાંચો:Country data Bermuda	Modèle:Country data Bermudes
ઢાંચો:Country data British Columbia	Modèle:Country data Colombie-Britannique
ઢાંચો:Country data California	Modèle:Country data Californie
ઢાંચો:Country data Colorado	Modèle:Country data Colorado
ઢાંચો:Country data Commonwealth of Independent States	Modèle:Country data Communauté des États indépendants
ઢાંચો:Country data Connecticut	Modèle:Country data Connecticut
ઢાંચો:Country data Delaware	Modèle:Country data Delaware
ઢાંચો:Country data Florida	Modèle:Country data Floride
ઢાંચો:Country data Georgia (U.S. state)	Modèle:Country data Géorgie (État américain)
ઢાંચો:Country data Great Britain	Modèle:Country data Grande-Bretagne
ઢાંચો:Country data Georgian SSR	Modèle:Country data RSS de Géorgie
ઢાંચો:Country data Illinois	Modèle:Country data Illinois
ઢાંચો:Country data Independent State of Croatia	Modèle:Country data État indépendant de Croatie
ઢાંચો:Country data Indiana	Modèle:Country data Indiana
ઢાંચો:Country data Iowa	Modèle:Country data Iowa
ઢાંચો:Country data Irish Free State	Modèle:Country data État libre d'Irlande
ઢાંચો:Country data Jordan	Modèle:Country data Jordanie
ઢાંચો:Country data Kansas	Modèle:Country data Kansas
ઢાંચો:Country data Kentucky	Modèle:Country data Kentucky
ઢાંચો:Country data Kazakh SSR	Modèle:Country data RSS du Kazakhstan
ઢાંચો:Country data Korea	Modèle:Country data Corée
ઢાંચો:Country data Kyrgyzstan	Modèle:Country data Kirghizistan
ઢાંચો:Country data Kingdom of Yugoslavia	Modèle:Country data Royaume de Yougoslavie
ઢાંચો:Country data Lesotho	Modèle:Country data Lesotho
ઢાંચો:Country data Liberia	Modèle:Country data Liberia
ઢાંચો:Country data Louisiana	Modèle:Country data Louisiane
ઢાંચો:Country data Maine	Modèle:Country data Maine
ઢાંચો:Country data Malawi	Modèle:Country data Malawi
ઢાંચો:Country data Maldives	Modèle:Country data Maldives
ઢાંચો:Country data Manitoba	Modèle:Country data Manitoba
ઢાંચો:Country data Maryland	Modèle:Country data Maryland
ઢાંચો:Country data Massachusetts	Modèle:Country data Massachusetts
ઢાંચો:Country data Michigan	Modèle:Country data Michigan
ઢાંચો:Country data Minnesota	Modèle:Country data Minnesota
ઢાંચો:Country data Mississippi	Modèle:Country data Mississippi
ઢાંચો:Country data Missouri	Modèle:Country data Missouri
ઢાંચો:Country data Mongolia	Modèle:Country data Mongolie
ઢાંચો:Country data Montana	Modèle:Country data Montana
ઢાંચો:Country data Nagorno-Karabakh Republic	Modèle:Country data Haut-Karabagh
ઢાંચો:Country data Nevada	Modèle:Country data Nevada
ઢાંચો:Country data New Brunswick	Modèle:Country data Nouveau-Brunswick
ઢાંચો:Country data New Hampshire	Modèle:Country data New Hampshire
ઢાંચો:Country data New Jersey	Modèle:Country data New Jersey
ઢાંચો:Country data New Mexico	Modèle:Country data Nouveau-Mexique
ઢાંચો:Country data New York	Modèle:Country data New York
ઢાંચો:Country data Newfoundland and Labrador	Modèle:Country data Terre-Neuve-et-Labrador
ઢાંચો:Country data Niger	Modèle:Country data Niger
ઢાંચો:Country data North Carolina	Modèle:Country data Caroline du Nord
ઢાંચો:Country data North Dakota	Modèle:Country data Dakota du Nord
ઢાંચો:Country data North Yemen	Modèle:Country data République arabe du Yémen
ઢાંચો:Country data Northwest Territories	Modèle:Country data Territoires du Nord-Ouest
ઢાંચો:Country data Nunavut	Modèle:Country data Nunavut
ઢાંચો:Country data Ohio	Modèle:Country data Ohio
ઢાંચો:Country data Oklahoma	Modèle:Country data Oklahoma
ઢાંચો:Country data Ontario	Modèle:Country data Ontario
