Āfrika	Afrique
Kategorija:Budistu tempļi	Catégorie:Temple bouddhiste
Kategorija:1501. gads	Catégorie:1501
Kategorija:1501. gadā mirušie	Catégorie:Décès en 1501
Kategorija:1503. gadā dzimušie	Catégorie:Naissance en 1503
Kategorija:1504. gadā mirušie	Catégorie:Décès en 1504
Kategorija:1506. gadā dzimušie	Catégorie:Naissance en 1506
Kategorija:1507. gads	Catégorie:1507
Kategorija:1509. gadā dzimušie	Catégorie:Naissance en 1509
Kategorija:1511. gads	Catégorie:1511
Kategorija:1512. gadā dzimušie	Catégorie:Naissance en 1512
Kategorija:1514. gads	Catégorie:1514
Kategorija:1516. gadā dzimušie	Catégorie:Naissance en 1516
Kategorija:1517. gads	Catégorie:1517
Kategorija:1518. gadā dzimušie	Catégorie:Naissance en 1518
Kategorija:Apvienotās Karalistes monarhi	Catégorie:Monarque du Royaume-Uni
Kategorija:1519. gadā mirušie	Catégorie:Décès en 1519
Kategorija:1520. gads	Catégorie:1520
Kategorija:1520. gadā mirušie	Catégorie:Décès en 1520
Kategorija:1521. gadā dzimušie	Catégorie:Naissance en 1521
Kategorija:1522. gadā dzimušie	Catégorie:Naissance en 1522
Kategorija:User sk-1	Catégorie:Utilisateur sk-1
Kategorija:1524. gadā dzimušie	Catégorie:Naissance en 1524
Kategorija:1524. gadā mirušie	Catégorie:Décès en 1524
Kategorija:1526. gads	Catégorie:1526
Kategorija:1526. gadā mirušie	Catégorie:Décès en 1526
Kategorija:1527. gadā dzimušie	Catégorie:Naissance en 1527
Kategorija:1528. gadā dzimušie	Catégorie:Naissance en 1528
Kategorija:1530. gadā dzimušie	Catégorie:Naissance en 1530
Kategorija:1532. gads	Catégorie:1532
Kategorija:1533. gadā dzimušie	Catégorie:Naissance en 1533
Kategorija:1534. gads	Catégorie:1534
Kategorija:1534. gadā mirušie	Catégorie:Décès en 1534
Kategorija:1535. gadā mirušie	Catégorie:Décès en 1535
Kategorija:User sr	Catégorie:Utilisateur sr
Kategorija:1536. gadā dzimušie	Catégorie:Naissance en 1536
Kategorija:User sr-1	Catégorie:Utilisateur sr-1
Kategorija:1537. gadā dzimušie	Catégorie:Naissance en 1537
Kategorija:User sr-3	Catégorie:Utilisateur sr-3
Kategorija:1538. gads	Catégorie:1538
Kategorija:1538. gadā dzimušie	Catégorie:Naissance en 1538
Kategorija:1539. gadā mirušie	Catégorie:Décès en 1539
Kategorija:1540. gadā dzimušie	Catégorie:Naissance en 1540
Kategorija:1541. gads	Catégorie:1541
Kategorija:1541. gadā dzimušie	Catégorie:Naissance en 1541
Kategorija:1542. gads	Catégorie:1542
Kategorija:1543. gads	Catégorie:1543
Kategorija:1544. gads	Catégorie:1544
Kategorija:1544. gadā dzimušie	Catégorie:Naissance en 1544
Kategorija:User sv-1	Catégorie:Utilisateur sv-1
Kategorija:1545. gads	Catégorie:1545
Kategorija:User sv-3	Catégorie:Utilisateur sv-3
Kategorija:1545. gadā mirušie	Catégorie:Décès en 1545
Kategorija:1546. gadā dzimušie	Catégorie:Naissance en 1546
Kategorija:1547. gads	Catégorie:1547
Kategorija:User sv-N	Catégorie:Utilisateur sv-M
Kategorija:1548. gads	Catégorie:1548
Kategorija:1548. gadā mirušie	Catégorie:Décès en 1548
Kategorija:1550. gads	Catégorie:1550
Kategorija:1551. gadā dzimušie	Catégorie:Naissance en 1551
Kategorija:1551. gadā mirušie	Catégorie:Décès en 1551
Kategorija:1552. gadā dzimušie	Catégorie:Naissance en 1552
Kategorija:1553. gadā dzimušie	Catégorie:Naissance en 1553
Kategorija:1554. gads	Catégorie:1554
Kategorija:1554. gadā mirušie	Catégorie:Décès en 1554
Kategorija:1557. gads	Catégorie:1557
Kategorija:1557. gadā mirušie	Catégorie:Décès en 1557
Kategorija:1558. gads	Catégorie:1558
Kategorija:1558. gadā mirušie	Catégorie:Décès en 1558
Kategorija:1559. gadā dzimušie	Catégorie:Naissance en 1559
Kategorija:1560. gadā dzimušie	Catégorie:Naissance en 1560
Kategorija:1560. gadā mirušie	Catégorie:Décès en 1560
Kategorija:1561. gadā dzimušie	Catégorie:Naissance en 1561
Kategorija:1562. gads	Catégorie:1562
Kategorija:1564. gadā dzimušie	Catégorie:Naissance en 1564
Kategorija:1565. gads	Catégorie:1565
Kategorija:1565. gadā mirušie	Catégorie:Décès en 1565
Kategorija:1566. gadā dzimušie	Catégorie:Naissance en 1566
Kategorija:1567. gads	Catégorie:1567
Kategorija:1568. gads	Catégorie:1568
Kategorija:1568. gadā mirušie	Catégorie:Décès en 1568
Kategorija:1570. gads	Catégorie:1570
Kategorija:1570. gadā mirušie	Catégorie:Décès en 1570
Kategorija:1571. gads	Catégorie:1571
Kategorija:1573. gads	Catégorie:1573
Kategorija:1573. gadā dzimušie	Catégorie:Naissance en 1573
Kategorija:1574. gads	Catégorie:1574
Kategorija:1574. gadā mirušie	Catégorie:Décès en 1574
Kategorija:1575. gadā dzimušie	Catégorie:Naissance en 1575
Kategorija:1577. gads	Catégorie:1577
Kategorija:1578. gadā dzimušie	Catégorie:Naissance en 1578
Kategorija:1579. gads	Catégorie:1579
Kategorija:1580. gadā dzimušie	Catégorie:Naissance en 1580
Kategorija:1581. gads	Catégorie:1581
Kategorija:1582. gadā dzimušie	Catégorie:Naissance en 1582
Kategorija:1583. gads	Catégorie:1583
Kategorija:1583. gadā mirušie	Catégorie:Décès en 1583
Kategorija:1585. gadā dzimušie	Catégorie:Naissance en 1585
Kategorija:1586. gads	Catégorie:1586
Kategorija:1586. gadā mirušie	Catégorie:Décès en 1586
Kategorija:1588. gads	Catégorie:1588
Kategorija:1588. gadā mirušie	Catégorie:Décès en 1588
Kategorija:1589. gadā mirušie	Catégorie:Décès en 1589
Kategorija:1590. gadā dzimušie	Catégorie:Naissance en 1590
Kategorija:1591. gads	Catégorie:1591
Kategorija:1591. gadā mirušie	Catégorie:Décès en 1591
Kategorija:1592. gadā dzimušie	Catégorie:Naissance en 1592
Kategorija:1593. gads	Catégorie:1593
Kategorija:1593. gadā mirušie	Catégorie:Décès en 1593
Kategorija:1594. gads	Catégorie:1594
Kategorija:1595. gadā dzimušie	Catégorie:Naissance en 1595
Kategorija:1596. gadā dzimušie	Catégorie:Naissance en 1596
Kategorija:1597. gads	Catégorie:1597
Kategorija:1598. gads	Catégorie:1598
Kategorija:1598. gadā mirušie	Catégorie:Décès en 1598
Kategorija:1599. gadā dzimušie	Catégorie:Naissance en 1599
Kategorija:1600. gads	Catégorie:1600
Kategorija:1601. gads	Catégorie:1601
Kategorija:1601. gadā mirušie	Catégorie:Décès en 1601
Kategorija:1602. gadā dzimušie	Catégorie:Naissance en 1602
Kategorija:1603. gads	Catégorie:1603
Kategorija:1603. gadā mirušie	Catégorie:Décès en 1603
Kategorija:1605. gadā dzimušie	Catégorie:Naissance en 1605
Kategorija:1606. gads	Catégorie:1606
Kategorija:1608. gads	Catégorie:1608
Kategorija:1609. gadā dzimušie	Catégorie:Naissance en 1609
Kategorija:1610. gadā dzimušie	Catégorie:Naissance en 1610
Kategorija:1615. gadā dzimušie	Catégorie:Naissance en 1615
Kategorija:1616. gads	Catégorie:1616
Kategorija:1617. gads	Catégorie:1617
Kategorija:1617. gadā mirušie	Catégorie:Décès en 1617
Kategorija:1619. gads	Catégorie:1619
Kategorija:1619. gadā mirušie	Catégorie:Décès en 1619
Kategorija:1620. gadā dzimušie	Catégorie:Naissance en 1620
Kategorija:1621. gads	Catégorie:1621
Kategorija:User tr	Catégorie:Utilisateur tr
Kategorija:1621. gadā mirušie	Catégorie:Décès en 1621
Kategorija:1622. gadā dzimušie	Catégorie:Naissance en 1622
Kategorija:1623. gads	Catégorie:1623
Veidne:Val-eu	Modèle:Lang-eu
Kategorija:1623. gadā mirušie	Catégorie:Décès en 1623
Kategorija:1624. gadā dzimušie	Catégorie:Naissance en 1624
Kategorija:1625. gads	Catégorie:1625
Veidne:Spānijas autonomie apgabali	Modèle:Communautés autonomes espagnoles
Kategorija:1625. gadā mirušie	Catégorie:Décès en 1625
Kategorija:1626. gadā dzimušie	Catégorie:Naissance en 1626
Kategorija:User tr-N	Catégorie:Utilisateur tr-M
Kategorija:1627. gads	Catégorie:1627
Kategorija:1628. gads	Catégorie:1628
Kategorija:1629. gadā dzimušie	Catégorie:Naissance en 1629
Kategorija:1630. gads	Catégorie:1630
Kategorija:1630. gadā mirušie	Catégorie:Décès en 1630
Kategorija:1632. gads	Catégorie:1632
Kategorija:1632. gadā mirušie	Catégorie:Décès en 1632
Kategorija:1633. gadā dzimušie	Catégorie:Naissance en 1633
Kategorija:User uk-1	Catégorie:Utilisateur uk-1
Kategorija:1634. gads	Catégorie:1634
Kategorija:User uk-2	Catégorie:Utilisateur uk-2
Kategorija:1634. gadā mirušie	Catégorie:Décès en 1634
Kategorija:1635. gadā dzimušie	Catégorie:Naissance en 1635
Kategorija:User uk-4	Catégorie:Utilisateur uk-4
Kategorija:1636. gads	Catégorie:1636
Kategorija:1638. gads	Catégorie:1638
Kategorija:1639. gads	Catégorie:1639
Kategorija:1640. gadā dzimušie	Catégorie:Naissance en 1640
Kategorija:1641. gads	Catégorie:1641
Kategorija:1642. gadā dzimušie	Catégorie:Naissance en 1642
Kategorija:1643. gads	Catégorie:1643
Kategorija:1643. gadā mirušie	Catégorie:Décès en 1643
Kategorija:1644. gadā dzimušie	Catégorie:Naissance en 1644
Kategorija:1645. gads	Catégorie:1645
Kategorija:Polinēziešu valodas	Catégorie:Langue polynésienne
Kategorija:1645. gadā mirušie	Catégorie:Décès en 1645
Kategorija:1646. gads	Catégorie:1646
Kategorija:User fiu-vro	Catégorie:Utilisateur fiu-vro
Kategorija:1648. gads	Catégorie:1648
Kategorija:1648. gadā mirušie	Catégorie:Décès en 1648
Kategorija:1649. gadā dzimušie	Catégorie:Naissance en 1649
Kategorija:1650. gads	Catégorie:1650
Veidne:Valsts dati Anžuāna	Modèle:Anjouan
Kategorija:1650. gadā mirušie	Catégorie:Décès en 1650
Kategorija:1651. gads	Catégorie:1651
Kategorija:1652. gadā dzimušie	Catégorie:Naissance en 1652
Kategorija:User yi	Catégorie:Utilisateur yi
Kategorija:User yi-1	Catégorie:Utilisateur yi-1
Kategorija:1653. gadā dzimušie	Catégorie:Naissance en 1653
Kategorija:User yi-2	Catégorie:Utilisateur yi-2
Kategorija:1654. gads	Catégorie:1654
Kategorija:1654. gadā mirušie	Catégorie:Décès en 1654
Kategorija:1655. gadā dzimušie	Catégorie:Naissance en 1655
Kategorija:1656. gads	Catégorie:1656
Kategorija:1657. gadā dzimušie	Catégorie:Naissance en 1657
Kategorija:1658. gads	Catégorie:1658
Kategorija:1658. gadā mirušie	Catégorie:Décès en 1658
Kategorija:1660. gads	Catégorie:1660
Kategorija:1660. gadā dzimušie	Catégorie:Naissance en 1660
Kategorija:1661. gadā dzimušie	Catégorie:Naissance en 1661
Kategorija:1662. gads	Catégorie:1662
Kategorija:1662. gadā mirušie	Catégorie:Décès en 1662
Kategorija:1663. gadā dzimušie	Catégorie:Naissance en 1663
Kategorija:1664. gads	Catégorie:1664
Kategorija:1664. gadā mirušie	Catégorie:Décès en 1664
Kategorija:1665. gadā dzimušie	Catégorie:Naissance en 1665
Kategorija:1666. gadā dzimušie	Catégorie:Naissance en 1666
Kategorija:1667. gads	Catégorie:1667
Kategorija:1669. gadā dzimušie	Catégorie:Naissance en 1669
Kategorija:1670. gads	Catégorie:1670
Kategorija:1670. gadā mirušie	Catégorie:Décès en 1670
Kategorija:1672. gadā dzimušie	Catégorie:Naissance en 1672
Kategorija:1673. gadā dzimušie	Catégorie:Naissance en 1673
Kategorija:1675. gads	Catégorie:1675
Kategorija:1675. gadā mirušie	Catégorie:Décès en 1675
Kategorija:1676. gadā dzimušie	Catégorie:Naissance en 1676
Kategorija:1677. gads	Catégorie:1677
Kategorija:1677. gadā mirušie	Catégorie:Décès en 1677
Kategorija:1678. gadā dzimušie	Catégorie:Naissance en 1678
Kategorija:1679. gads	Catégorie:1679
Kategorija:1681. gads	Catégorie:1681
Kategorija:1682. gads	Catégorie:1682
Kategorija:1683. gads	Catégorie:1683
Kategorija:1683. gadā mirušie	Catégorie:Décès en 1683
Kategorija:1684. gadā dzimušie	Catégorie:Naissance en 1684
Kategorija:1685. gads	Catégorie:1685
Kategorija:1685. gadā mirušie	Catégorie:Décès en 1685
Kategorija:1686. gadā dzimušie	Catégorie:Naissance en 1686
Kategorija:1688. gads	Catégorie:1688
Kategorija:1688. gadā mirušie	Catégorie:Décès en 1688
Kategorija:1689. gadā dzimušie	Catégorie:Naissance en 1689
Kategorija:1690. gads	Catégorie:1690
Kategorija:1692. gads	Catégorie:1692
Veidne:En ikona	Modèle:En
Kategorija:1693. gadā dzimušie	Catégorie:Naissance en 1693
Kategorija:1694. gads	Catégorie:1694
Kategorija:1695. gads	Catégorie:1695
Kategorija:1695. gadā mirušie	Catégorie:Décès en 1695
Kategorija:1696. gadā dzimušie	Catégorie:Naissance en 1696
Kategorija:1697. gads	Catégorie:1697
Kategorija:1698. gads	Catégorie:1698
Kategorija:1698. gadā mirušie	Catégorie:Décès en 1698
Kategorija:1699. gadā dzimušie	Catégorie:Naissance en 1699
Kategorija:1700. gads	Catégorie:1700
Kategorija:1700. gadā mirušie	Catégorie:Décès en 1700
Kategorija:1701. gadā dzimušie	Catégorie:Naissance en 1701
Kategorija:1703. gads	Catégorie:1703
Veidne:User sgs	Modèle:Utilisateur sgs
Kategorija:1704. gads	Catégorie:1704
Kategorija:1704. gadā mirušie	Catégorie:Décès en 1704
Kategorija:1705. gadā mirušie	Catégorie:Décès en 1705
Kategorija:1706. gadā dzimušie	Catégorie:Naissance en 1706
Kategorija:1707. gads	Catégorie:1707
Kategorija:1707. gadā mirušie	Catégorie:Décès en 1707
Kategorija:1709. gads	Catégorie:1709
Kategorija:1709. gadā dzimušie	Catégorie:Naissance en 1709
Kategorija:1710. gads	Catégorie:1710
Kategorija:1710. gadā mirušie	Catégorie:Décès en 1710
Kategorija:1711. gadā dzimušie	Catégorie:Naissance en 1711
Kategorija:1712. gads	Catégorie:1712
Kategorija:1712. gadā mirušie	Catégorie:Décès en 1712
Kategorija:1713. gadā dzimušie	Catégorie:Naissance en 1713
Kategorija:Menas Sala	Catégorie:Île de Man
Kategorija:1714. gads	Catégorie:1714
Kategorija:1714. gadā mirušie	Catégorie:Décès en 1714
Kategorija:1715. gadā dzimušie	Catégorie:Naissance en 1715
Kategorija:1716. gads	Catégorie:1716
Kategorija:1717. gads	Catégorie:1717
Kategorija:1718. gadā dzimušie	Catégorie:Naissance en 1718
Kategorija:1719. gads	Catégorie:1719
Kategorija:1720. gadā dzimušie	Catégorie:Naissance en 1720
Kategorija:1721. gads	Catégorie:1721
Kategorija:1721. gadā mirušie	Catégorie:Décès en 1721
Kategorija:1722. gadā dzimušie	Catégorie:Naissance en 1722
Kategorija:1723. gads	Catégorie:1723
Veidne:Bronze3	Modèle:Médaille de bronze
Kategorija:1723. gadā mirušie	Catégorie:Décès en 1723
Kategorija:1724. gadā dzimušie	Catégorie:Naissance en 1724
Kategorija:1725. gads	Catégorie:1725
Kategorija:1725. gadā mirušie	Catégorie:Décès en 1725
Veidne:Islāma pravieši	Modèle:Palette Prophètes de l'islam
Kategorija:4. gads	Catégorie:4
Kategorija:4. gadā mirušie	Catégorie:Décès en 4
Kategorija:6. gads	Catégorie:6
Kategorija:8. gads	Catégorie:8
Stambulas @@@u0026Fenerbahçe"	Fenerbahçe Spor Kulübü (football)
Kategorija:9. gadā dzimušie	Catégorie:Naissance en 9
Veidne:Qu ikona	Modèle:Qu
Kategorija:12. gadā dzimušie	Catégorie:Naissance en 12
Veidne:Nīderlandes provinces	Modèle:Palette Provinces des Pays-Bas
Kategorija:14. gads	Catégorie:14
Kategorija:18. gads	Catégorie:18
Kategorija:18. gadā mirušie	Catégorie:Décès en 18
Kategorija:Literatūras kritiķi	Catégorie:Critique littéraire
Kategorija:20. gads	Catégorie:20
Kategorija:23. gadā dzimušie	Catégorie:Naissance en 23
Veidne:Spaces	Modèle:Spaces
Kategorija:24. gads	Catégorie:24
Kategorija:25. gads	Catégorie:25
Kategorija:27. gads	Catégorie:27
Kategorija:29. gads	Catégorie:29
Kategorija:30. gadā mirušie	Catégorie:Décès en 30
Kategorija:32. gads	Catégorie:32
Kategorija:34. gads	Catégorie:34
Veidne:Galerija/aux	Modèle:Gallery/aux
Kategorija:37. gadā mirušie	Catégorie:Décès en 37
Kategorija:39. gadā dzimušie	Catégorie:Naissance en 39
Kategorija:40. gads	Catégorie:40
Kategorija:41. gadā dzimušie	Catégorie:Naissance en 41
Kategorija:42. gads	Catégorie:42
Kategorija:46. gads	Catégorie:46
Kategorija:54. gadā mirušie	Catégorie:Décès en 54
Kategorija:56. gads	Catégorie:56
Kategorija:Itālijas filmas	Catégorie:Film italien
Kategorija:Riteņbraukšana Portugālē	Catégorie:Cyclisme au Portugal
Kategorija:62. gads	Catégorie:62
Kategorija:68. gads	Catégorie:68
Kategorija:68. gadā mirušie	Catégorie:Décès en 68
Kategorija:70. gads	Catégorie:70
Kategorija:70. gadā mirušie	Catégorie:Décès en 70
Kategorija:76. gadā dzimušie	Catégorie:Naissance en 76
Kategorija:78. gadā dzimušie	Catégorie:Naissance en 78
Kategorija:79. gads	Catégorie:79
Kategorija:81. gads	Catégorie:81
Kategorija:Mūziķi	Catégorie:Musicien
Kategorija:1981. gada filmas	Catégorie:Film sorti en 1981
Kategorija:88. gads	Catégorie:88
Kategorija:92. gadā mirušie	Catégorie:Décès en 92
Kategorija:102. gads	Catégorie:102
Kategorija:104. gads	Catégorie:104
Kategorija:105. gads	Catégorie:105
Kategorija:107. gads	Catégorie:107
Kategorija:110. gads	Catégorie:110
Kategorija:110. gadā mirušie	Catégorie:Décès en 110
Kategorija:115. gads	Catégorie:115
Kategorija:116. gads	Catégorie:116
Kategorija:118. gads	Catégorie:118
Kategorija:119. gads	Catégorie:119
Kategorija:120. gadā dzimušie	Catégorie:Naissance en 120
Kategorija:125. gads	Catégorie:125
Kategorija:126. gads	Catégorie:126
Kategorija:Militārie ordeņi	Catégorie:Décoration militaire
Kategorija:135. gads	Catégorie:135
Kategorija:139. gads	Catégorie:139
Kategorija:139. gadā mirušie	Catégorie:Décès en 139
Veidne:NHLBracket	Modèle:ArbreLNH
Veidne:Lang	Modèle:Langue
Kategorija:150. gads	Catégorie:150
Kategorija:Pašnāvnieki	Catégorie:Mort par suicide
Veidne:Val-syr	Modèle:Lang-syr
Kategorija:160. gads	Catégorie:160
Kategorija:161. gadā dzimušie	Catégorie:Naissance en 161
Kategorija:Vācijas peldētāji	Catégorie:Nageur allemand
Kategorija:Krievijas peldētāji	Catégorie:Nageur russe
Kategorija:165. gads	Catégorie:165
Kategorija:167. gads	Catégorie:167
Veidne:Valsts dati ASV	Modèle:Country data États-Unis
Kategorija:Basketbols Vācijā	Catégorie:Basket-ball en Allemagne
Recôncavo da Bahia federālā universitāte	Université fédérale de Recôncavo da Bahia
Kategorija:Basketbols Spānijā	Catégorie:Basket-ball en Espagne
Kategorija:Aplenkumi	Catégorie:Siège
Kategorija:174. gads	Catégorie:174
Kategorija:Brazīlijas reģioni	Catégorie:Région du Brésil
Kategorija:Apvienoto Arābu Emirātu ģeogrāfija	Catégorie:Géographie des Émirats arabes unis
Veidne:VietasKarte Rjazaņas apgabals	Modèle:Géolocalisation/Oblast de Riazan
Kategorija:ASV gleznotāji	Catégorie:Peintre américain
Kategorija:1969. gadā mirušie	Catégorie:Décès en 1969
Kategorija:Mākslinieki pēc tautības	Catégorie:Artiste par nationalité
Kategorija:Gleznotāji	Catégorie:Peintre
Kategorija:1881. gadā dzimušie	Catégorie:Naissance en 1881
Kategorija:Māksla pēc valsts	Catégorie:Art par pays
Kategorija:Reliģija Indijā	Catégorie:Religion en Inde
Kategorija:Sieviešu basketbola izlases	Catégorie:Équipe nationale de basket-ball féminin
Kategorija:189. gads	Catégorie:189
Veidne:UEFA izlases	Modèle:Palette Équipes nationales masculines UEFA
Kategorija:189. gadā mirušie	Catégorie:Décès en 189
Kategorija:Šveices Grand Prix	Catégorie:Grand Prix de Formule 1 de Suisse
Kategorija:PSRS zinātnieki	Catégorie:Scientifique soviétique
Kategorija:Relativitātes teorija	Catégorie:Relativité
Kategorija:197. gads	Catégorie:197
Kategorija:200. gads	Catégorie:200
Kategorija:205. gads	Catégorie:205
Veidne:Val-ky	Modèle:Lang-ky
Kategorija:Dzimtas pēc valsts	Catégorie:Famille par nationalité
