Aphrika	Afrique
Katiguriya:Challwa	Catégorie:Poisson
Paradise Cay (California)	Paradise Cay (Californie)
Katiguriya:Kariwa rimay	Catégorie:Langue caribe
Katiguriya:Yuyu	Catégorie:Légume
Katiguriya:Wayuq	Catégorie:Fruit alimentaire
Katiguriya:Piluta hayt'aq (FC Barcelona)	Catégorie:Joueur du FC Barcelone
Katiguriya:Piluta hayt'aq (Bayern München)	Catégorie:Joueur du Bayern Munich
Katiguriya:Piluta hayt'aq (Arsenal FC)	Catégorie:Joueur de l'Arsenal FC
Katiguriya:Piluta hayt'aq (FC Porto)	Catégorie:Joueur du FC Porto
Katiguriya:Piluta hayt'aq (AS Roma)	Catégorie:Joueur de l'AS Rome
Katiguriya:Partidu	Catégorie:Parti politique
Katiguriya:Flora	Catégorie:Flore
Katiguriya:Inka qhapaq	Catégorie:Empereur inca
Katiguriya:Qullana Mariya	Catégorie:Marie (mère de Jésus)
Katiguriya:Ramsar k'iti	Catégorie:Site Ramsar
Katiguriya:Watimalapi rimay	Catégorie:Langue du Guatemala
Katiguriya:Chilipi rimay	Catégorie:Langue du Chili
Katiguriya:Hukllachasqa Amirika Suyukunapi rimay	Catégorie:Langue des États-Unis
Katiguriya:Piruwpi rimay	Catégorie:Langue du Pérou
Katiguriya:Mishikupi rimay	Catégorie:Langue du Mexique
Katiguriya:Kulumbyapi rimay	Catégorie:Langue de Colombie
Katiguriya:Buliwyapi rimay	Catégorie:Langue de Bolivie
Katiguriya:Ikwadurpi rimay	Catégorie:Langue d'Équateur
Katiguriya:Allpamanta yachaykuna (Chinchay Awya Yala)	Catégorie:Géographie de l'Amérique du Nord
Katiguriya:Allpamanta yachaykuna (Usiyanya)	Catégorie:Géographie de l'Océanie
Katiguriya:Allpamanta yachaykuna (Allpa pacha)	Catégorie:Géographie par continent
Katiguriya:Allpamanta yachaykuna (Asya)	Catégorie:Géographie de l'Asie
Katiguriya:Urqu (Urin Awya Yala)	Catégorie:Montagne d'Amérique du Sud
Katiguriya:Urqu (Allpa pacha)	Catégorie:Montagne par continent
Katiguriya:Urqu (Asya)	Catégorie:Montagne d'Asie
Katiguriya:Urqu (Aphrika)	Catégorie:Montagne d'Afrique
Katiguriya:Urqu (Suwisa)	Catégorie:Sommet de Suisse
Katiguriya:Urqu (Ransiya)	Catégorie:Montagne de France
Katiguriya:Nina urqu (Ikwadur)	Catégorie:Volcan d'Équateur
Katiguriya:Tukuy runakunap qhapaq kaynin (Iwrupa)	Catégorie:Patrimoine mondial en Europe
Katiguriya:Tukuy runakunap qhapaq kaynin (Asya)	Catégorie:Patrimoine mondial en Asie
Katiguriya:Tukuy runakunap qhapaq kaynin (Aphrika)	Catégorie:Patrimoine mondial en Afrique
Katiguriya:Tukuy runakunap qhapaq kaynin (Hurdanya)	Catégorie:Patrimoine mondial en Jordanie
Katiguriya:Tukuy runakunap qhapaq kaynin (Ispaña)	Catégorie:Patrimoine mondial en Espagne
Katiguriya:Tukuy runakunap qhapaq kaynin (Ransiya)	Catégorie:Patrimoine mondial en France
Katiguriya:Tukuy runakunap qhapaq kaynin (Ikwadur)	Catégorie:Patrimoine mondial en Équateur
Katiguriya:Sallqa waqlliy	Catégorie:Pollution
Katiguriya:Hatun yaya	Catégorie:Évêque
Katiguriya:Suyu (Mishiku)	Catégorie:État du Mexique
Katiguriya:Schleswig-Holstein	Catégorie:Schleswig-Holstein
Katiguriya:Hessen	Catégorie:Hesse
Katiguriya:Oskar Suñay	Catégorie:Oscars du cinéma
Katiguriya:Llaqta (Winisuyla)	Catégorie:Ville du Venezuela
Katiguriya:Chirimuyu yura rikch'aq ayllu	Catégorie:Annonaceae
Katiguriya:Allqumiyu yura rikch'aq ayllu	Catégorie:Apocynaceae
Katiguriya:Hamanq'ay yura rikch'aq ayllu	Catégorie:Amaryllidaceae
Katiguriya:Waranqaysu yura rikch'aq ayllu	Catégorie:Ranunculaceae
Katiguriya:Payas yura rikch'aq ayllu	Catégorie:Melastomataceae
Katiguriya:Sapallu yura rikch'aq ayllu	Catégorie:Cucurbitaceae
Katiguriya:Llaqta (Awya Yala)	Catégorie:Ville d'Amérique
Katiguriya:Kultura (China)	Catégorie:Culture chinoise
Katiguriya:Kultura (Grisya)	Catégorie:Culture grecque
Katiguriya:Kultura (Ransiya)	Catégorie:Culture française
Katiguriya:Kultura (Italya)	Catégorie:Culture italienne
Katiguriya:Kultura (Rusiya)	Catégorie:Culture russe
Katiguriya:Paqarisqa 10 ñiqin pachakwatapi kñ	Catégorie:Naissance au Xe siècle av. J.-C.
Katiguriya:Kapchiq (Hukllachasqa Amirika Suyukuna)	Catégorie:Artiste américain
Katiguriya:Llaqta (Piemonte)	Catégorie:Commune de la région Piémont
Katiguriya:Llaqta (Toscana)	Catégorie:Commune de la région Toscane
Katiguriya:Llaqta (Sicilia)	Catégorie:Commune de la région Sicile
Plantilla:ESP	Modèle:Espagne
Katiguriya:Antanka ruruchina	Catégorie:Compagnie aérienne
Katiguriya:Piluta hayt'ay klubkuna (Ransiya)	Catégorie:Club français de football
Katiguriya:Piluta hayt'ay klubkuna (Urasuyu)	Catégorie:Club néerlandais de football
Katiguriya:Qhapaq chunkana	Catégorie:Échecs
Katiguriya:Nawru	Catégorie:Nauru
Katiguriya:Wayana	Catégorie:Guyana
Katiguriya:Kulumbya	Catégorie:Colombie
Katiguriya:Umalliq (Malta)	Catégorie:Président de Malte
Katiguriya:Paqarisqa 1571	Catégorie:Naissance en 1571
Katiguriya:40 kñ	Catégorie:40 av. J.-C.
Katiguriya:Kuyuylla	Catégorie:Ameublement
Katiguriya:Flora (Chili)	Catégorie:Flore au Chili
Katiguriya:Waqachina	Catégorie:Instrument de musique
Katiguriya:Rimaykunap ayllun	Catégorie:Famille de langues
Katiguriya:Umiña	Catégorie:Gemme
Katiguriya:Mit'a yachay	Catégorie:Météorologie
Katiguriya:Mama llaqta parki (Arhintina)	Catégorie:Parc national d'Argentine
Katiguriya:Mama llaqta parki (Hukllachasqa Qhapaq Suyu)	Catégorie:Parc national du Royaume-Uni
Katiguriya:Sicilia	Catégorie:Sicile
Katiguriya:Wat'a (Chili)	Catégorie:Île du Chili
Katiguriya:Wat'a (Ispaña)	Catégorie:Île d'Espagne
Katiguriya:Wat'a (Arhintina)	Catégorie:Île d'Argentine
Katiguriya:Wat'a (Italya)	Catégorie:Île d'Italie
Katiguriya:Wat'a (Purtugal)	Catégorie:Île du Portugal
Katiguriya:Wat'a (Iskusya)	Catégorie:Île d'Écosse
Katiguriya:Wat'a (Ikwadur)	Catégorie:Île d'Équateur
Katiguriya:Wat'a (Atlantiku mama qucha)	Catégorie:Île de l'océan Atlantique
Katiguriya:Lata phukuna waqachina	Catégorie:Instrument à vent de la famille des cuivres
Katiguriya:Qiru phukuna waqachina	Catégorie:Instrument à vent de la famille des bois
Katiguriya:Suyu (Inlatirra)	Catégorie:Comté d'Angleterre
Qallchay	Moisson (agriculture)
Katiguriya:Rawrana	Catégorie:Carburant
Katiguriya:Devon	Catégorie:Devon
Katiguriya:Grisya mituluqiya	Catégorie:Mythologie grecque
Katiguriya:Walla	Catégorie:Massif de montagne
Katiguriya:Antikuna	Catégorie:Andes
Katiguriya:Yatana qallwa	Catégorie:Piano
Katiguriya:Uma llaqta	Catégorie:Capitale de pays
Katiguriya:Llaqta (Nurwiga)	Catégorie:Ville de Norvège
Katiguriya:Llaqta (Bulgarya)	Catégorie:Ville de Bulgarie
Katiguriya:Llaqta (Litunya)	Catégorie:Ville de Lettonie
Katiguriya:Llaqta (Awstiriya)	Catégorie:Ville d'Autriche
Katiguriya:Llaqta (Indya)	Catégorie:Ville de l'Inde
Katiguriya:Llaqta (Suwisa)	Catégorie:Ville de Suisse
Katiguriya:Llaqta (Rusiya)	Catégorie:Ville de Russie
Katiguriya:Llaqta (Unriya)	Catégorie:Ville de Hongrie
Katiguriya:Llaqta (Istunya)	Catégorie:Ville d'Estonie
Katiguriya:Llaqta (Kanada)	Catégorie:Ville du Canada
Katiguriya:Qusqu suyu	Catégorie:Région de Cuzco
Katiguriya:Campania	Catégorie:Campanie
Katiguriya:Suyu (Piruw)	Catégorie:Région du Pérou
Katiguriya:Trentino Urin Tirul	Catégorie:Trentin-Haut-Adige
Katiguriya:Toscana	Catégorie:Toscane
Katiguriya:Murcia suyu	Catégorie:Murcie
Katiguriya:Madrid suyu	Catégorie:Communauté de Madrid
Katiguriya:Liguria	Catégorie:Ligurie
Katiguriya:Qiqlla	Catégorie:Minéral
Katiguriya:Mawk'a llaqta	Catégorie:Site archéologique
Katiguriya:K'arachiq	Catégorie:Cnidaire
Katiguriya:Ruwaq:pl	Catégorie:Utilisateur pl
Katiguriya:Romanu rimay	Catégorie:Langue romane
Katiguriya:Challwa hap'iy	Catégorie:Pêche
Katiguriya:Wayt'ay	Catégorie:Natation
Katiguriya:Tusuy	Catégorie:Danse
Katiguriya:Kurku kallpanchay	Catégorie:Discipline sportive
Katiguriya:Qaraqruyuwa	Catégorie:Crustacé
Katiguriya:Ayllu	Catégorie:Famille
Katiguriya:Cornwall	Catégorie:Cornouailles
Ch'iwa	Véronique (plante)
Katiguriya:Musika (Hukllachasqa Qhapaq Suyu)	Catégorie:Musique britannique
Katiguriya:Ñuñu warani	Catégorie:Galaxie
Katiguriya:Antartika	Catégorie:Antarctique
Katiguriya:Ch'in pacha (Urin Awya Yala)	Catégorie:Désert d'Amérique du Sud
Katiguriya:Ch'in pacha	Catégorie:Désert
Katiguriya:Ch'in pacha (Awstralya)	Catégorie:Désert d'Australie
Katiguriya:Qucha (Urin Awya Yala)	Catégorie:Lac d'Amérique du Sud
Katiguriya:Qucha (Asya)	Catégorie:Lac d'Asie
Katiguriya:Qucha (Iwrupa)	Catégorie:Lac d'Europe
Katiguriya:Qucha (Hukllachasqa Qhapaq Suyu)	Catégorie:Lac du Royaume-Uni
Katiguriya:Qucha (Chili)	Catégorie:Lac du Chili
Katiguriya:Qucha (Kanada)	Catégorie:Lac du Canada
Katiguriya:Taripay amachaq	Catégorie:Avocat
Katiguriya:Kurku kallpanchaq (Grisya)	Catégorie:Sportif grec
Katiguriya:Kurku kallpanchaq (Ransiya)	Catégorie:Sportif français
Katiguriya:Kurku kallpanchaq (Rusiya)	Catégorie:Sportif russe
Katiguriya:Kurku kallpanchaq (Unriya)	Catégorie:Sportif hongrois
Katiguriya:Kurku kallpanchaq (Alimanya)	Catégorie:Sportif allemand
Katiguriya:Yupay yachaq	Catégorie:Mathématicien
Plantilla:Rimay	Modèle:Infobox Langue
Katiguriya:Utu astika rimay	Catégorie:Langue uto-aztèque
Katiguriya:Usiyanya	Catégorie:Océanie
Lampa	Pelle (outil)
Katiguriya:Flora (Piruw)	Catégorie:Flore au Pérou
Katiguriya:Flora (Musuq Silanda)	Catégorie:Flore en Nouvelle-Zélande
Katiguriya:Umalliq (Italya)	Catégorie:Président de la République italienne
Katiguriya:Flora (Buliwya)	Catégorie:Flore en Bolivie
Katiguriya:Flora (Allpa pacha)	Catégorie:Flore par continent
Katiguriya:Flora (Ikwadur)	Catégorie:Flore en Équateur
Katiguriya:Flora (Arhintina)	Catégorie:Flore en Argentine
Katiguriya:Llaqta (Chunwa Republika)	Catégorie:Ville de Taïwan
Katiguriya:Llaqta (Asya)	Catégorie:Ville d'Asie
Katiguriya:Llaqta (Arhintina)	Catégorie:Ville d'Argentine
Plantilla:Suyukuna (Watimala)	Modèle:Palette Départements du Guatemala
Katiguriya:Llaqta (Aphrika)	Catégorie:Ville d'Afrique
Katiguriya:Suyu (Buliwya)	Catégorie:Département de la Bolivie
Katiguriya:Buenos Aires	Catégorie:Buenos Aires
Katiguriya:Ch'iquy	Catégorie:Sculpture
Katiguriya:Umalliq (Indunisya)	Catégorie:Président d'Indonésie
Katiguriya:Umalliq (Philipinakuna)	Catégorie:Président des Philippines
Katiguriya:Umalliq (Buliwya)	Catégorie:Président de Bolivie
Katiguriya:Umalliq (Uralan Hansuyu)	Catégorie:Président de Corée du Sud
Katiguriya:Umalliq (Ihiptu)	Catégorie:Président d'Égypte
Katiguriya:Umalliq (Tunisya)	Catégorie:Président de la Tunisie
Katiguriya:Watimala	Catégorie:Guatemala
Katiguriya:Yanaurqu	Catégorie:Monténégro
Katiguriya:Piluta hayt'aq (Manchester United)	Catégorie:Joueur du Manchester United FC
Katiguriya:Arhintinapi rimay	Catégorie:Langue d'Argentine
Katiguriya:Allpamanta yachaykuna (Aphrika)	Catégorie:Géographie de l'Afrique
Katiguriya:Nina urqu (Arhintina)	Catégorie:Volcan d'Argentine
Katiguriya:Tukuy runakunap qhapaq kaynin (Mishiku)	Catégorie:Patrimoine mondial au Mexique
Katiguriya:Umalliq (Arhintina)	Catégorie:Président de l'Argentine
Sanurya	Carotte
Buliwyap Tukuy runakunap qhapaq kaynin	Liste du patrimoine mondial en Bolivie
Katiguriya:Uma llaqta (Chinchay Awya Yala)	Catégorie:Capitale d'Amérique du Nord
Katiguriya:Tukuy runakunap qhapaq kaynin (Hukllachasqa Qhapaq Suyu)	Catégorie:Patrimoine mondial au Royaume-Uni
Katiguriya:Karu puriy (Piruw)	Catégorie:Tourisme au Pérou
Katiguriya:Karu puriy (Mishiku)	Catégorie:Tourisme au Mexique
Katiguriya:Karu puriy (Chili)	Catégorie:Tourisme au Chili
Katiguriya:Karu puriy (Buliwya)	Catégorie:Tourisme en Bolivie
Katiguriya:Karu puriy (Ikwadur)	Catégorie:Tourisme en Équateur
Katiguriya:Uma llaqta (Urin Awya Yala)	Catégorie:Capitale d'Amérique du Sud
Katiguriya:Llaqta (Mishiku)	Catégorie:Ville du Mexique
Katiguriya:Uma llaqta (Aphrika)	Catégorie:Capitale d'Afrique
Katiguriya:Kultura (Nurwiga)	Catégorie:Culture norvégienne
Katiguriya:Kultura (Alimanya)	Catégorie:Culture allemande
Katiguriya:Kultura (Mishiku)	Catégorie:Culture mexicaine
Katiguriya:Kultura (Brasil)	Catégorie:Culture brésilienne
Katiguriya:Kultura (Ispaña)	Catégorie:Culture espagnole
Katiguriya:Kultura (Arhintina)	Catégorie:Culture argentine
Katiguriya:Kultura (Hukllachasqa Qhapaq Suyu)	Catégorie:Culture britannique
Katiguriya:Kultura (Kulumbya)	Catégorie:Culture colombienne
Katiguriya:Kultura (Kuba)	Catégorie:Culture cubaine
Katiguriya:Kultura (Piruw)	Catégorie:Culture péruvienne
Katiguriya:Llaqta (Watimala)	Catégorie:Ville du Guatemala
Katiguriya:Llaqta (Nikarawa)	Catégorie:Ville du Nicaragua
Katiguriya:Llaqta (Duminikana)	Catégorie:Ville de République dominicaine
Katiguriya:Llaqta (Rumanya)	Catégorie:Ville de Roumanie
Katiguriya:Llaqta (Malta)	Catégorie:Ville de Malte
Katiguriya:Llaqta (Witnam)	Catégorie:Ville du Viêt Nam
Katiguriya:Llaqta (Busna-Hirsiquwina)	Catégorie:Ville de Bosnie-Herzégovine
Katiguriya:Llaqta (Ispaña)	Catégorie:Ville d'Espagne
Katiguriya:Llaqta (Islandya)	Catégorie:Ville d'Islande
Katiguriya:Llaqta (Ayti)	Catégorie:Ville d'Haïti
Katiguriya:Llaqta (Asarsuyu)	Catégorie:Ville d'Azerbaïdjan
Katiguriya:Llaqta (Awstralya)	Catégorie:Ville d'Australie
Katiguriya:Llaqta (Italya)	Catégorie:Ville d'Italie
Katiguriya:Llaqta (Kustarika)	Catégorie:Ville du Costa Rica
Katiguriya:Llaqta (Piruw)	Catégorie:Ville du Pérou
Katiguriya:Llaqta (Burinkin)	Catégorie:Ville de Porto Rico
Katiguriya:Urqu (Alimanya)	Catégorie:Montagne d'Allemagne
Katiguriya:Urqu (Islandya)	Catégorie:Montagne d'Islande
Katiguriya:Urqu (Ikwadur)	Catégorie:Montagne d'Équateur
Katiguriya:Urqu (Chili)	Catégorie:Montagne du Chili
Katiguriya:Urqu (Piruw)	Catégorie:Montagne du Pérou
Katiguriya:Wat'a (Grisya)	Catégorie:Île de Grèce
Katiguriya:Wat'a (Suysya)	Catégorie:Île de Suède
Katiguriya:Qucha (Islandya)	Catégorie:Lac d'Islande
Katiguriya:Qucha (Uganda)	Catégorie:Lac d'Ouganda
Katiguriya:Qucha (Tansanya)	Catégorie:Lac de Tanzanie
Katiguriya:Qucha (Piruw)	Catégorie:Lac du Pérou
Ramón Valdés	Ramón Valdés
Katiguriya:Kultura (Ikwadur)	Catégorie:Culture équatorienne
Katiguriya:Llaqta (Unduras)	Catégorie:Ville du Honduras
Katiguriya:Llaqta (Iqiptu)	Catégorie:Ville d'Égypte
Katiguriya:Llaqta (Shamayka)	Catégorie:Ville de Jamaïque
Katiguriya:Llaqta (Kuba)	Catégorie:Ville de Cuba
Katiguriya:Wat'a (Indunisya)	Catégorie:Île d'Indonésie
Katiguriya:Qucha (Brasil)	Catégorie:Lac du Brésil
Katiguriya:Qucha (Kenya)	Catégorie:Lac du Kenya
Katiguriya:Kultura (Unriya)	Catégorie:Culture hongroise
Katiguriya:Llaqta (Ikwadur)	Catégorie:Ville d'Équateur
Katiguriya:Qucha (Buliwya)	Catégorie:Lac de Bolivie
Katiguriya:Llaqta (Lituwa)	Catégorie:Ville de Lituanie
Katiguriya:Iskusya	Catégorie:Écosse
Katiguriya:Winisuylapi rimay	Catégorie:Langue du Venezuela
Katiguriya:Karu puriy (Turkiya)	Catégorie:Tourisme en Turquie
Katiguriya:Simi kapchiy (Grisya)	Catégorie:Littérature grecque
Katiguriya:Simi kapchiy (Bulgarya)	Catégorie:Littérature bulgare
Katiguriya:Simi kapchiy (Ispaña)	Catégorie:Littérature espagnole
Katiguriya:Simi kapchiy (Arhintina)	Catégorie:Littérature argentine
Katiguriya:Simi kapchiy (Piruw)	Catégorie:Littérature péruvienne
Katiguriya:Tusuy (Mama llaqta)	Catégorie:Danse par pays
Katiguriya:Kapchiy (Mishiku)	Catégorie:Art au Mexique
Katiguriya:Kapchiy (Ispaña)	Catégorie:Art en Espagne
Katiguriya:Kapchiy (Italya)	Catégorie:Art en Italie
Katiguriya:Musika (Nurwiga)	Catégorie:Musique norvégienne
Katiguriya:Musika (Alimanya)	Catégorie:Musique allemande
Katiguriya:Musika (Buliwya)	Catégorie:Musique bolivienne
Katiguriya:Musika (Ispaña)	Catégorie:Musique espagnole
Katiguriya:Musika (Ikwadur)	Catégorie:Musique équatorienne
Katiguriya:Musika (Awstrya)	Catégorie:Musique autrichienne
Katiguriya:Musika (Chili)	Catégorie:Musique chilienne
Katiguriya:Musika (Piruw)	Catégorie:Musique péruvienne
Katiguriya:Musika (Ransiya)	Catégorie:Musique française
Katiguriya:Musika (Unriya)	Catégorie:Musique hongroise
Katiguriya:Tukuy runakunap qhapaq kaynin (Luksimbur)	Catégorie:Patrimoine mondial au Luxembourg
Katiguriya:Tukuy runakunap qhapaq kaynin (Buliwya)	Catégorie:Patrimoine mondial en Bolivie
Katiguriya:Tukuy runakunap qhapaq kaynin (Brasil)	Catégorie:Patrimoine mondial au Brésil
Katiguriya:Tukuy runakunap qhapaq kaynin (Ukranya)	Catégorie:Patrimoine mondial en Ukraine
Katiguriya:Tukuy runakunap qhapaq kaynin (Chili)	Catégorie:Patrimoine mondial au Chili
Katiguriya:Tukuy runakunap qhapaq kaynin (Kambuya)	Catégorie:Patrimoine mondial au Cambodge
Katiguriya:Tukuy runakunap qhapaq kaynin (Piruw)	Catégorie:Patrimoine mondial au Pérou
Katiguriya:Uma llaqta (Iwrupa)	Catégorie:Capitale européenne
Katiguriya:Uma llaqta (Asya)	Catégorie:Capitale d'Asie
Punku p'anqa: Mishiku	Portail:Mexique
Punku p'anqa: Piruw	Portail:Pérou
Katiguriya:Chinchay Ilanda	Catégorie:Irlande du Nord
Katiguriya:Mama llaqta parki (Kulumbya)	Catégorie:Parc national naturel de Colombie
Katiguriya:Mamallaqta parki (Piruw)	Catégorie:Parc national du Pérou
Katiguriya:Nina urqu (Islandya)	Catégorie:Volcan d'Islande
Katiguriya:Chilu	Catégorie:Violoncelle
Katiguriya:Ministru (Piruw)	Catégorie:Ministre péruvien
Katiguriya:Kurku kallpanchaq (Kuba)	Catégorie:Sportif cubain
Katiguriya:Kurku kallpanchaq (Chinchay Ilanda)	Catégorie:Sportif nord-irlandais
Katiguriya:Brasilpi rimay	Catégorie:Langue du Brésil
Katiguriya:Simi kapchiy (Ilanda)	Catégorie:Littérature irlandaise
Katiguriya:Simi kapchiy (Kulumbya)	Catégorie:Littérature colombienne
Katiguriya:Musika (Arhintina)	Catégorie:Musique argentine
Katiguriya:Kapchiq (Alimanya)	Catégorie:Artiste allemand
Sinqa suntu	Curculionidae
Rakikuq rimay	Langue isolante
Katiguriya:Chunwa Runallaqta Republika	Catégorie:République populaire de Chine
Katiguriya:Qillqaq (Nikarawa)	Catégorie:Écrivain nicaraguayen
Katiguriya:Qillqaq (Duminikana)	Catégorie:Écrivain dominicain
Katiguriya:Suyu (Indya)	Catégorie:État ou territoire de l'Inde
Katiguriya:Wiyula waqachiq	Catégorie:Altiste
Urqu mut'uy	Senna italica
Katiguriya:Uma kamayuq (Banladish)	Catégorie:Premier ministre du Bangladesh
Katiguriya:Distritu (Purtugal)	Catégorie:District du Portugal
Katiguriya:Llaqta (Katalunya)	Catégorie:Commune de Catalogne
Katiguriya:Techno	Catégorie:Techno
Katiguriya:Trance	Catégorie:Trance
Katiguriya:Valparaíso suyu	Catégorie:Région de Valparaíso
Katiguriya:Llaqta (Andalusiya)	Catégorie:Ville d'Andalousie
Plantilla:Punku:Uma	Modèle:Accueil/Titre
Katiguriya:Umalliq (Rumanya)	Catégorie:Président de Roumanie
Katiguriya:Mama llaqta parki (Alimanya)	Catégorie:Parc national d'Allemagne
Katiguriya:Phaqcha (Piruw)	Catégorie:Chute d'eau du Pérou
Katiguriya:Musika (Chiksuyu)	Catégorie:Musique tchèque
Katiguriya:Musika (Kulumbya)	Catégorie:Musique colombienne
Katiguriya:Musika (Mishiku)	Catégorie:Musique mexicaine
Katiguriya:Ruruchina (Piruw)	Catégorie:Entreprise ayant son siège au Pérou
Katiguriya:Buliwyapi antanka pampa	Catégorie:Aéroport en Bolivie
Katiguriya:Chilipi antanka pampa	Catégorie:Aéroport au Chili
Katiguriya:Piruwpi antanka pampa	Catégorie:Aéroport au Pérou
Katiguriya:Lima	Catégorie:Lima
Plantilla:UGA	Modèle:Ouganda
Plantilla:UZB	Modèle:Ouzbékistan
Katiguriya:Bisiklita yallinakuy	Catégorie:Cyclisme
Katiguriya:Allpamanta yachaykuna (Maine)	Catégorie:Géographie du Maine
Katiguriya:Partidu (Buliwya)	Catégorie:Parti politique bolivien
Katiguriya:Partidu (Piruw)	Catégorie:Parti politique péruvien
Katiguriya:Partidu (Burinkin)	Catégorie:Parti politique portoricain
Katiguriya:Piluta hayt'ay klubkuna (Brasil)	Catégorie:Club brésilien de football
Katiguriya:Piluta hayt'ay klubkuna (Purtugal)	Catégorie:Club portugais de football
Katiguriya:Pulitiku rakiy (Kustarika)	Catégorie:Subdivision du Costa Rica
Katiguriya:Makiyasiy (Piruw)	Catégorie:Volley-ball au Pérou
Katiguriya:Makiyasiy (Kuba)	Catégorie:Volley-ball à Cuba
Katiguriya:Makiyasiq (Piruw)	Catégorie:Joueuse péruvienne de volley-ball
Katiguriya:Umalliq (Sirya)	Catégorie:Président de la Syrie
Chunwa (sut'ichana)	China
Katiguriya:Fransiskanu	Catégorie:Franciscain
Katiguriya:Llaqta (Galisya)	Catégorie:Commune de Galice
Katiguriya:Llimphiy (Mama llaqta)	Catégorie:Peinture dans le monde
Katiguriya:Piluta hayt'aq (Cruz Azul)	Catégorie:Joueur du CD Cruz Azul
Katiguriya:Pruwinsya (Kustarika)	Catégorie:Province du Costa Rica
Katiguriya:Taripay amachaq (Ransiya)	Catégorie:Avocat français
Katiguriya:Piluta hayt'aq (Sporting Cristal)	Catégorie:Joueur du Sporting Cristal
Waylla	Prairie (agriculture)
Punku p'anqa: Yupay yachay	Portail:Mathématiques
Trojany	Trojany (Mazovie)
Katiguriya:Hawa ministru (Piruw)	Catégorie:Ministre péruvien des Affaires étrangères
Katiguriya:Yachachiy ministru (Piruw)	Catégorie:Ministre péruvien de l'Éducation
Tumpis mama llaqta risirwa	Réserve nationale de Tumbes
Katiguriya:Kusituy (Piruw)	Catégorie:Groupe de musique péruvien
Piñas (Ikwadur)	Piñas (Équateur)
Katiguriya:Marka (Ikwadur)	Catégorie:Province de l'Équateur
Katiguriya:Umalliq (Sinigal)	Catégorie:Président du Sénégal
Katiguriya:Buliwyapi amachasqa sallqa suyukuna	Catégorie:Aire protégée en Bolivie
Katiguriya:Takiq (Piruw)	Catégorie:Chanteur péruvien
Katiguriya:Ariqipa llaqtapi paqarisqa	Catégorie:Personnalité arequipénienne
Katiguriya:Umalliq (Wayana)	Catégorie:Président du Guyana
Katiguriya:Umalliq (Yiwuti)	Catégorie:Président de Djibouti
Katiguriya:Umalliq (Sambya)	Catégorie:Président de la Zambie
Katiguriya:Umalliq (Malawi)	Catégorie:Président du Malawi
Katiguriya:Uma kamayuq (Namiwya)	Catégorie:Premier ministre de Namibie
Katiguriya:Pruwinsya (Buliwya)	Catégorie:Province de Bolivie
Katiguriya:Takichaq	Catégorie:Compositeur
Katiguriya:Mama llaqta (Asya)	Catégorie:Pays d'Asie
Katiguriya:Mama llaqta (Awya Yala)	Catégorie:Pays d'Amérique
Katiguriya:Kapchiq (Italya)	Catégorie:Artiste italien
Plantilla:Ruwaq:wa	Modèle:Utilisateur wa
Plantilla:Ruwaq:qu-3	Modèle:Utilisateur qu-3
Plantilla:Ruwaq:qu-2	Modèle:Utilisateur qu-2
