אפריקע	Afrique
קאַטעגאָריע:געגנטן אין ישראל	Catégorie:Quartier d'une ville d'Israël
קאַטעגאָריע:מאדע	Catégorie:Mode
מוסטער:גרין	Modèle:Vert
קאַטעגאָריע:צווייטע וועלט מלחמה	Catégorie:Seconde Guerre mondiale
קאַטעגאָריע:ערשטע וועלט מלחמה	Catégorie:Première Guerre mondiale
קאַטעגאָריע:ציטירן מוסטערן	Catégorie:Modèle pour bibliographie
קאַטעגאָריע:פאפ זינגערס	Catégorie:Chanteur de pop
מוסטער:פינף אקעאנען	Modèle:Palette Océans
מוסטער:היסט-שטומף	Modèle:Catégorie histoire
מוסטער:יעקב'ס קינדער	Modèle:Palette Enfants de Jacob
קאַטעגאָריע:ישראל פילמען	Catégorie:Film israélien
מייקל מעדוועד	Michael Medved
קאַטעגאָריע:טעריאטאריעס	Catégorie:Territoire
מוסטער:ASEAN	Modèle:Palette Association des nations de l'Asie du Sud-Est
קאַטעגאָריע:טעקסטיל	Catégorie:Textile
קאַטעגאָריע:אמעריקאנער שרייבער	Catégorie:Écrivain américain
קאַטעגאָריע:דראמאטורגן	Catégorie:Dramaturge
מוסטער:ישראל פרעזידענטן	Modèle:Palette Président israélien
קאַטעגאָריע:ארכיטעקטן	Catégorie:Architecte
קאַטעגאָריע:גאבאן	Catégorie:Gabon
קאַטעגאָריע:קאמערון	Catégorie:Cameroun
קאַטעגאָריע:ליביע	Catégorie:Libye
קאַטעגאָריע:מאראקא	Catégorie:Maroc
קאַטעגאָריע:היסטאריע פון פוילן	Catégorie:Histoire de la Pologne
קאַטעגאָריע:העברעאישער אוניווערסיטעט אין ירושלים	Catégorie:Université hébraïque de Jérusalem
קאַטעגאָריע:בריטישע אינזלען	Catégorie:Îles Britanniques
קאַטעגאָריע:טראנספארט אין ישראל	Catégorie:Transport en Israël
קאַטעגאָריע:יידן און יידישקייט	Catégorie:Juifs et judaïsme
קאַטעגאָריע:2006	Catégorie:2006
קאַטעגאָריע:2007	Catégorie:2007
קאַטעגאָריע:2008	Catégorie:2008
קאַטעגאָריע:2009	Catégorie:2009
קאַטעגאָריע:2010	Catégorie:2010
קאַטעגאָריע:2011	Catégorie:2011
קאַטעגאָריע:וועב פארטאלן	Catégorie:Portail web
פארטאל:עסנווארג	Portail:Alimentation et gastronomie
קאַטעגאָריע:וויסנשאפט פארטאלן	Catégorie:Portail:Sciences
מוסטער:באן ליניע אפט4	Modèle:BS4bis
קאַטעגאָריע:געלט	Catégorie:Monnaie
מוסטער:User cs-3	Modèle:Utilisateur cs-3
קאַטעגאָריע:טייכן	Catégorie:Rivière
קאַטעגאָריע:ארץ ישראל	Catégorie:Géographie d'Israël
מוסטער:User he-0	Modèle:Utilisateur he-0
מוסטער:User he-3	Modèle:Utilisateur he-3
מוסטער:User ro-2	Modèle:Utilisateur ro-2
מוסטער:User ru-1	Modèle:Utilisateur ru-1
מוסטער:User uk-4	Modèle:Utilisateur uk-4
מוסטער:User zh-1	Modèle:Utilisateur zh-1
קאַטעגאָריע:היסטאריע פון רוסלאנד	Catégorie:Histoire de la Russie
קאַטעגאָריע:ספארט אין ישראל	Catégorie:Sport en Israël
מוסטער:צייט זאנעס אין אייראפע	Modèle:Fuseau horaire en Europe
קאַטעגאָריע:אסטראנויטן	Catégorie:Astronaute
קאַטעגאָריע:אייראוויזיאן	Catégorie:Concours Eurovision de la chanson
קאַטעגאָריע:שוועדישע מענטשן	Catégorie:Personnalité suédoise
קאַטעגאָריע:אינדיער	Catégorie:Personnalité indienne
קאַטעגאָריע:יאפאנעזער	Catégorie:Personnalité japonaise
קאַטעגאָריע:טעאטער	Catégorie:Théâtre
קאַטעגאָריע:אינזשענירן	Catégorie:Ingénieur
קאַטעגאָריע:ביזנעסלייט	Catégorie:Personnalité du monde des affaires
קאַטעגאָריע:לינגוויסטן	Catégorie:Linguiste
קאַטעגאָריע:פרעמיער מיניסטארן פון בריטאניע	Catégorie:Premier ministre du Royaume-Uni
קאַטעגאָריע:פיליפינען	Catégorie:Philippines
קאַטעגאָריע:ישראלדיקע זינגערס	Catégorie:Chanteur israélien
קאַטעגאָריע:באַניצער nl	Catégorie:Utilisateur nl
קאַטעגאָריע:באַניצער no	Catégorie:Utilisateur no
קאַטעגאָריע:באַניצער zh-1	Catégorie:Utilisateur zh-1
קאַטעגאָריע:מעכאניק	Catégorie:Mécanique
קאַטעגאָריע:דיפלאמען	Catégorie:Titre universitaire
קאַטעגאָריע:ארמעניע	Catégorie:Arménie
קאַטעגאָריע:מלכי פרס	Catégorie:Roi de Perse
קאַטעגאָריע:מענטשלעכע אנאטאמיע	Catégorie:Anatomie humaine
קאַטעגאָריע:טעראר	Catégorie:Terrorisme
קאַטעגאָריע:אינטערנאציאנאלע באציאונגען	Catégorie:Relations internationales
מוסטער:שפראך-yi	Modèle:Lang-yi
קאַטעגאָריע:פארזיכערונג	Catégorie:Assurance
קאַטעגאָריע:פובליק אינפארמאציע	Catégorie:Relations publiques
קאַטעגאָריע:רעפראדוקציע	Catégorie:Reproduction
קאַטעגאָריע:מחנכים	Catégorie:Enseignant
קאַטעגאָריע:שרייבן	Catégorie:Écriture
קאַטעגאָריע:פינאנץ	Catégorie:Finance
קאַטעגאָריע:נאוויגאציע	Catégorie:Navigation
קאַטעגאָריע:געריכט	Catégorie:Organe juridictionnel
קאַטעגאָריע:אלטערנאטיווע מעדיצין	Catégorie:Médecine non conventionnelle
קאַטעגאָריע:קאמפף קונסט	Catégorie:Sport de combat
קאַטעגאָריע:טעלעוויזיע	Catégorie:Télévision
קאַטעגאָריע:נייעס	Catégorie:Actualité
קאַטעגאָריע:וועלט'ס רייכסטע מענטשן	Catégorie:Liste de personnes riches
קאַטעגאָריע:סיריע	Catégorie:Syrie
קאַטעגאָריע:באסקעטבאל	Catégorie:Basket-ball
קאַטעגאָריע:בעלגיער	Catégorie:Personnalité belge
קאַטעגאָריע:1550ער	Catégorie:Années 1550
קאַטעגאָריע:1740ער	Catégorie:Années 1740
קאַטעגאָריע:1840ער	Catégorie:Années 1840
קאַטעגאָריע:סקולפטארן	Catégorie:Sculpteur
קאַטעגאָריע:רוסישע פאליטיקער	Catégorie:Personnalité politique russe
קאַטעגאָריע:יארהונדערט	Catégorie:Siècle
קאַטעגאָריע:16טער י"ה	Catégorie:XVIe siècle
קאַטעגאָריע:18טער י"ה	Catégorie:XVIIIe siècle
קאַטעגאָריע:נאציאנאליזם	Catégorie:Nationalisme
קאַטעגאָריע:ראסיזם	Catégorie:Racisme
קאַטעגאָריע:טויט	Catégorie:Mort
קאַטעגאָריע:פיאניסטן	Catégorie:Pianiste
קאַטעגאָריע:האלבאינדזלען	Catégorie:Péninsule
קאַטעגאָריע:דייטשע קאמפאזיטארן	Catégorie:Compositeur allemand
קאַטעגאָריע:וויעטנאמעזער	Catégorie:Personnalité vietnamienne
קאַטעגאָריע:אמעריקאנער פאליטיקער	Catégorie:Personnalité politique américaine
קאַטעגאָריע:רוסן	Catégorie:Personnalité russe
קאַטעגאָריע:בריטישע פאליטיקער	Catégorie:Personnalité politique britannique
קאַטעגאָריע:סקאטישע מענטשן	Catégorie:Personnalité écossaise
קאַטעגאָריע:ישראלישע פאליטיקער	Catégorie:Personnalité politique israélienne
קאַטעגאָריע:ישראלים	Catégorie:Personnalité israélienne
קאַטעגאָריע:טשעכן	Catégorie:Personnalité tchèque
קאַטעגאָריע:פערסער	Catégorie:Personnalité perse
קאַטעגאָריע:פיקטיווע כאראקטערן	Catégorie:Personnage de fiction
קאַטעגאָריע:דורכגאסן	Catégorie:Détroit
קאַטעגאָריע:קאמפיוטער פראגראמען	Catégorie:Logiciel applicatif
קאַטעגאָריע:קלאסישע מוזיק	Catégorie:Musique classique
קאַטעגאָריע:אויג	Catégorie:Œil
קאַטעגאָריע:גלענדס	Catégorie:Glande
קאַטעגאָריע:ציינדאקטעריי	Catégorie:Odonto-stomatologie
קאַטעגאָריע:פליפעלדער	Catégorie:Aéroport
קאַטעגאָריע:בויך	Catégorie:Abdomen
קאַטעגאָריע:צענטראלבענק	Catégorie:Banque centrale
קאַטעגאָריע:2012	Catégorie:2012
קאַטעגאָריע:כעמישע עלעמענטן	Catégorie:Élément chimique
קאַטעגאָריע:ניו יארק סיטי	Catégorie:New York
קאַטעגאָריע:לעבאנעזער פאליטיקער	Catégorie:Personnalité politique libanaise
קאַטעגאָריע:וויסנשאפטלער	Catégorie:Scientifique
קאַטעגאָריע:אויספארשערס	Catégorie:Explorateur
קאַטעגאָריע:ראמאניסטן	Catégorie:Romancier
קאַטעגאָריע:משפחה נעמען	Catégorie:Patronyme
קאַטעגאָריע:וויקיפעדיע גוטע ארטיקלען	Catégorie:Bon article
קאַטעגאָריע:שטומף קאטעגאריעס	Catégorie:Catégorie d'ébauche
קאַטעגאָריע:טראנספארט שטומף	Catégorie:Wikipédia:ébauche transport
קאַטעגאָריע:מאטעמאטיק שטומף	Catégorie:Wikipédia:ébauche mathématiques
קאַטעגאָריע:ביאלאגיע שטומף	Catégorie:Wikipédia:ébauche biologie
קאַטעגאָריע:געאגראפיע שטומף	Catégorie:Wikipédia:ébauche géographie
קאַטעגאָריע:עסנווארג און געטראנקען שטומף	Catégorie:Wikipédia:ébauche gastronomie
קאַטעגאָריע:נאבעל פריז	Catégorie:Prix Nobel
קאַטעגאָריע:אינציאטיוו מוסטערן	Catégorie:Modèle de l'espace Projet
קאַטעגאָריע:קערפערליכע פליסיגקייט	Catégorie:Fluide corporel
קאַטעגאָריע:גרוזיע	Catégorie:Géorgie
קאַטעגאָריע:כינעזער	Catégorie:Personnalité chinoise
קאַטעגאָריע:טעראריסטן	Catégorie:Personne condamnée pour activités terroristes
קאַטעגאָריע:עסקנים	Catégorie:Militant
קאַטעגאָריע:מטבעות	Catégorie:Pièce de monnaie
קאַטעגאָריע:וויעטנאמעזער פאליטיקער	Catégorie:Personnalité politique vietnamienne
קאַטעגאָריע:איראנער פאליטיקער	Catégorie:Personnalité politique iranienne
קאַטעגאָריע:פאקיסטאנער פאליטיקער	Catégorie:Personnalité politique pakistanaise
קאַטעגאָריע:USA מיליטער	Catégorie:Forces armées des États-Unis
קאַטעגאָריע:זשורנאליסטן	Catégorie:Journaliste
קאַטעגאָריע:זשורנאליזם	Catégorie:Journalisme
קאַטעגאָריע:קארעע	Catégorie:Corée
קאַטעגאָריע:לבנון	Catégorie:Liban
קאַטעגאָריע:טורקמעניסטאן	Catégorie:Turkménistan
קאַטעגאָריע:אוזבעקיסטאן	Catégorie:Ouzbékistan
קאַטעגאָריע:דאקטוירים	Catégorie:Médecin
קאַטעגאָריע:שפאניער	Catégorie:Personnalité espagnole
קאַטעגאָריע:פאראייניגטע קעניגרייך מוסטערן	Catégorie:Modèle Royaume-Uni
קאַטעגאָריע:אמעריקאנער מוסטערן	Catégorie:Modèle États-Unis
קאַטעגאָריע:ראטנפארבאנד	Catégorie:URSS
קאַטעגאָריע:איראקער פאליטיקער	Catégorie:Personnalité politique irakienne
קאַטעגאָריע:שפראך-מוסטערן	Catégorie:Modèle pour les langues
קאַטעגאָריע:יוגאסלאוויע	Catégorie:Yougoslavie
קאַטעגאָריע:טראנספארט מוסטערן	Catégorie:Modèle transport
קאַטעגאָריע:אידישע מוסטערן	Catégorie:Modèle judaïsme
קאַטעגאָריע:פאליטיק שטומף	Catégorie:Wikipédia:ébauche politique
קאַטעגאָריע:היסטאריע שטומף	Catégorie:Wikipédia:ébauche histoire
קאַטעגאָריע:אטמאספערע	Catégorie:Atmosphère
קאַטעגאָריע:טעכנאלאגיע שטומף	Catégorie:Wikipédia:ébauche technique
קאַטעגאָריע:עקאנאמיק שטומף	Catégorie:Wikipédia:ébauche économie
קאַטעגאָריע:וויילס	Catégorie:Pays de Galles
קאַטעגאָריע:ברוקלין	Catégorie:Brooklyn
קאַטעגאָריע:טשעכאסלאוואקיי	Catégorie:Tchécoslovaquie
קאַטעגאָריע:מענטשן לויט רעליגיע	Catégorie:Personnalité par religion
קאַטעגאָריע:פרעזידענטן פון פראנקרייך	Catégorie:Président de la République française
קאַטעגאָריע:USA פרעזידענטן	Catégorie:Président des États-Unis
קאַטעגאָריע:פרעזידענטן פון איראן	Catégorie:Président d'Iran
קאַטעגאָריע:אידישע היסטאריע	Catégorie:Histoire juive
קאַטעגאָריע:היסטאריע פון אייראפע	Catégorie:Histoire de l'Europe
קאַטעגאָריע:היסטאריע פון וויסנשאפט	Catégorie:Histoire des sciences
קאַטעגאָריע:נעווראלאגיע	Catégorie:Neurologie
קאַטעגאָריע:יארדאניע	Catégorie:Jordanie
קאַטעגאָריע:נארוועגיע	Catégorie:Norvège
קאַטעגאָריע:פאנאמא	Catégorie:Panama
קאַטעגאָריע:אנדארע	Catégorie:Andorre
קאַטעגאָריע:סערביע	Catégorie:Serbie
קאַטעגאָריע:עקוואדאר	Catégorie:Équateur
קאַטעגאָריע:תימן	Catégorie:Yémen
קאַטעגאָריע:באליוויע	Catégorie:Bolivie
קאַטעגאָריע:לענדער אין אקעאניע	Catégorie:Pays d'Océanie
קאַטעגאָריע:פיש	Catégorie:Poisson
קאַטעגאָריע:מויל	Catégorie:Bouche
קאַטעגאָריע:מיטאלאגיע	Catégorie:Mythologie
קאַטעגאָריע:גרינסן	Catégorie:Légume
קאַטעגאָריע:מילכיקע פראדוקטן	Catégorie:Produit laitier
קאַטעגאָריע:פרוכט	Catégorie:Fruit alimentaire
קאַטעגאָריע:פאליטישע פארטייען	Catégorie:Parti politique
קאַטעגאָריע:מוזייען	Catégorie:Musée
קאַטעגאָריע:קערנפיזיק	Catégorie:Physique nucléaire
קאַטעגאָריע:קאטאסטראפע	Catégorie:Catastrophe
קאַטעגאָריע:2008 פילמען	Catégorie:Film sorti en 2008
קאַטעגאָריע:פראגראם שפראכן	Catégorie:Langage informatique
קאַטעגאָריע:היסטארישע לענדער	Catégorie:Région historique
קאַטעגאָריע:קלימאטאלאגיע	Catégorie:Climatologie
קאַטעגאָריע:געאגראפישע נאוויגאציע מוסטערן	Catégorie:Palette Géographique
קאַטעגאָריע:ביליאנערן	Catégorie:Milliardaire
קאַטעגאָריע:אקעאנען	Catégorie:Océan
קאַטעגאָריע:לאנדאנער אונטערגרונט	Catégorie:Métro de Londres
קאַטעגאָריע:מיסטיק	Catégorie:Mysticisme
קאַטעגאָריע:זען סיסטעם	Catégorie:Système visuel
קאַטעגאָריע:אימון-סיסטעם	Catégorie:Système immunitaire
קאַטעגאָריע:אפערירן סיסטעמען	Catégorie:Système d'exploitation
קאַטעגאָריע:נומערן סיסטעם	Catégorie:Numération
קאַטעגאָריע:פאליטישע וויסנשאפט	Catégorie:Science politique
קאַטעגאָריע:קאנאדישע פראווינצן און טעריטאריעס	Catégorie:Province ou territoire canadien
קאַטעגאָריע:דראמא	Catégorie:Drame
קאַטעגאָריע:לאנדאן	Catégorie:Londres
קאַטעגאָריע:אמנאניים	Catégorie:Cichlidae
קאַטעגאָריע:פאנטאזיע	Catégorie:Fantasy
קאַטעגאָריע:גריכיש	Catégorie:Culture grecque
קאַטעגאָריע:וויקימעדיע פונדאציע	Catégorie:Wikimedia
